Timestamp,11,13,22,21,12,23,Heater Thermistor (°C),Heater State,PID Output
2026-01-19T17:13:04.258716,83.00,87.75,86.50,83.25,87.75,86.00,115.38,On,1.000
2026-01-19T17:13:06.259240,83.50,89.00,87.00,83.50,88.50,87.00,116.08,On,1.000
2026-01-19T17:13:08.259934,83.75,89.75,87.75,83.50,89.25,88.00,115.84,On,1.000
2026-01-19T17:13:10.260882,84.00,90.50,88.00,83.75,89.50,88.75,116.08,On,1.000
2026-01-19T17:13:12.261388,84.25,91.00,88.50,84.00,90.00,89.25,116.08,On,1.000
2026-01-19T17:13:14.261842,84.50,91.50,88.75,84.00,90.25,90.00,116.08,On,1.000
2026-01-19T17:13:16.262409,84.50,91.75,89.00,84.00,90.50,90.25,116.31,On,1.000
2026-01-19T17:13:18.265042,84.75,92.25,89.25,84.25,90.75,90.75,116.31,On,1.000
2026-01-19T17:13:20.269552,85.00,92.50,89.50,84.25,91.00,91.00,116.55,On,1.000
2026-01-19T17:13:22.270044,85.25,92.75,89.50,84.25,91.25,91.50,116.55,On,1.000
2026-01-19T17:13:24.270659,85.25,93.00,89.75,84.50,91.50,91.75,116.79,On,1.000
2026-01-19T17:13:26.273374,85.25,93.25,89.75,84.50,91.50,91.75,116.79,On,1.000
2026-01-19T17:13:28.273862,85.50,93.25,90.00,84.50,91.75,92.00,117.27,On,1.000
2026-01-19T17:13:30.274339,85.75,93.50,90.25,84.50,91.75,92.25,117.27,On,1.000
2026-01-19T17:13:32.274754,85.75,93.50,90.25,84.75,92.00,92.50,117.27,On,1.000
2026-01-19T17:13:34.275135,86.00,93.75,90.25,84.75,92.00,92.75,117.52,On,1.000
2026-01-19T17:13:36.275620,86.00,94.00,90.25,84.75,92.25,92.75,117.52,On,1.000
2026-01-19T17:13:38.276179,86.25,94.00,90.50,84.75,92.25,93.00,117.76,On,1.000
2026-01-19T17:13:40.276669,86.25,94.00,90.50,85.00,92.25,93.25,117.76,On,1.000
2026-01-19T17:13:42.277091,86.25,94.00,90.75,85.00,92.50,93.25,117.76,On,1.000
2026-01-19T17:13:44.277474,86.50,94.25,90.75,85.00,92.50,93.50,118.51,On,1.000
2026-01-19T17:13:46.277909,86.50,94.25,90.75,85.00,92.50,93.50,118.01,On,1.000
2026-01-19T17:13:48.278425,86.50,94.50,90.75,85.00,92.75,93.50,118.01,On,1.000
2026-01-19T17:13:50.278956,86.75,94.50,90.75,85.00,92.50,93.50,118.26,On,1.000
2026-01-19T17:13:52.279410,86.75,94.50,90.75,85.25,92.75,93.75,118.51,On,1.000
2026-01-19T17:13:54.279776,86.75,94.50,91.00,85.25,92.75,93.75,118.76,On,1.000
2026-01-19T17:13:56.280119,86.75,94.75,91.00,85.25,92.75,94.00,118.76,On,1.000
2026-01-19T17:13:58.280605,87.00,94.50,91.00,85.25,93.00,94.00,118.51,On,1.000
2026-01-19T17:14:00.281119,87.00,94.75,91.00,85.50,93.00,94.00,119.02,On,1.000
2026-01-19T17:14:02.281610,87.00,94.75,91.00,85.50,93.00,94.00,118.76,On,1.000
2026-01-19T17:14:04.282069,87.25,94.75,91.25,85.50,93.00,94.25,119.02,On,1.000
2026-01-19T17:14:06.282459,87.25,94.75,91.25,85.50,93.00,94.25,119.27,On,1.000
2026-01-19T17:14:08.282872,87.25,94.75,91.25,85.50,93.25,94.25,119.02,On,1.000
2026-01-19T17:14:10.283401,87.25,94.75,91.25,85.50,93.25,94.25,119.02,On,1.000
2026-01-19T17:14:12.283989,87.50,95.00,91.25,85.75,93.25,94.25,119.02,On,1.000
2026-01-19T17:14:14.284455,87.50,95.00,91.50,85.75,93.25,94.25,119.27,On,1.000
2026-01-19T17:14:16.284925,87.50,94.75,91.50,85.75,93.25,94.50,119.79,On,1.000
2026-01-19T17:14:18.285301,87.50,95.00,91.50,85.75,93.25,94.50,119.27,On,1.000
2026-01-19T17:14:20.285786,87.50,95.00,91.50,85.75,93.50,94.50,119.53,On,1.000
2026-01-19T17:14:22.286309,87.50,95.00,91.50,86.00,93.50,94.50,119.79,On,1.000
2026-01-19T17:14:24.286814,87.75,95.00,91.50,86.00,93.50,94.50,119.79,On,1.000
2026-01-19T17:14:26.287351,87.75,95.00,91.50,86.00,93.50,94.50,120.05,On,1.000
2026-01-19T17:14:28.287848,87.75,95.00,91.75,86.00,93.50,94.75,119.79,On,1.000
2026-01-19T17:14:30.288332,87.75,95.25,91.75,86.00,93.50,94.75,119.79,On,1.000
